"","nconst","primaryName","birthYear","deathYear","primaryProfession","knownForTitles"
"952","nm0000953","Peter Bogdanovich","1939","2022","actor,director,writer","tt0067328,tt0079843,tt0063671,tt0070510"
"956","nm0000957","Jan de Bont","1943","\N","cinematographer,camera_department,producer","tt0117998,tt0181689,tt0171363,tt0111257"
"957","nm0000958","John Boorman","1933","\N","producer,director,writer","tt0120706,tt0082348,tt0093209,tt0068473"
"964","nm0000965","Danny Boyle","1956","\N","director,producer,writer","tt1542344,tt1010048,tt0111149,tt0289043"
"971","nm0000972","Tinto Brass","1933","\N","actor,director,writer","tt0057942,tt0065161,tt0080491,tt0169806"
"974","nm0000975","Robert Bresson","1901","1999","writer,director,editor","tt0049902,tt0042619,tt0060138,tt0061996"
"975","nm0000976","Martin Brest","1951","\N","director,actor,producer","tt0095631,tt0086960,tt0119643,tt0105323"
"982","nm0000983","Albert Brooks","1947","\N","actor,writer,director","tt0780504,tt0101698,tt0092699,tt0089504"
"984","nm0000985","James L. Brooks","1940","\N","writer,producer,miscellaneous","tt0086425,tt0065314,tt0119822,tt0092699"
"1004","nm0001005","Jane Campion","1954","\N","writer,director,producer","tt10293406,tt0107822,tt0810784,tt2103085"
"1021","nm0001022","Dana Carvey","1955","\N","actor,writer,soundtrack","tt0072562,tt0105793,tt0295427,tt0108525"
"1022","nm0001023","John Cassavetes","1929","1989","actor,director,writer","tt0087644,tt0061578,tt0072417,tt0063522"
"1023","nm0001024","Nick Cassavetes","1959","\N","actor,director,writer","tt0092240,tt0119094,tt1078588,tt0138304"
"1030","nm0001031","Claude Chabrol","1930","2010","director,writer,actor","tt0112769,tt0120018,tt0051404,tt0096336"
"1036","nm0001037","Graham Chapman","1941","1989","writer,actor,soundtrack","tt0079470,tt0071853,tt0085959,tt0063929"
"1039","nm0001040","Joan Chen","1961","\N","actress,director,producer","tt0093389,tt0113492,tt0452631,tt0110725"
"1044","nm0001045","Tommy Chong","1938","\N","actor,soundtrack,writer","tt0082163,tt2948356,tt0080520,tt0078446"
"1046","nm0001047","Michael Cimino","1939","2016","writer,director,producer","tt0080855,tt0077416,tt0090350,tt0067756"
"1049","nm0001050","Montgomery Clift","1920","1966","actor,writer,soundtrack","tt0045793,tt0043924,tt0040724,tt0040765"
"1052","nm0001053","Ethan Coen","1957","\N","producer,writer,director","tt1019452,tt2042568,tt0116282,tt6412452"
"1053","nm0001054","Joel Coen","1954","\N","producer,writer,director","tt0101410,tt1019452,tt2042568,tt6412452"
"1059","nm0001060","Chris Columbus","1958","\N","producer,writer,director","tt0295297,tt0241527,tt1454029,tt0294870"
"1067","nm0001068","Sofia Coppola","1971","\N","actress,director,writer","tt0335266,tt5592248,tt0159097,tt0099674"
"1069","nm0001070","Bill Cosby","1937","\N","actor,writer,music_department","tt0063871,tt0086687,tt0058816,tt0093405"
"1072","nm0001073","Courteney Cox","1964","\N","actress,producer,director","tt0134084,tt0108778,tt0233142,tt0117571"
"1080","nm0001081","Cameron Crowe","1957","\N","writer,producer,director","tt0116695,tt0105415,tt0181875,tt0259711"
"1082","nm0001083","Jon Cryer","1965","\N","actor,soundtrack,director","tt0094074,tt0091790,tt0369179,tt0102059"
"1083","nm0001084","Ice Cube","1969","\N","soundtrack,actor,producer","tt0195945,tt1408253,tt0113118,tt0101507"
"1085","nm0001086","Alan Cumming","1965","\N","actor,producer,soundtrack","tt0290334,tt0362165,tt0113189,tt0254099"
"1092","nm0001093","John Dahl","1956","\N","director,art_department,writer","tt0128442,tt0110308,tt0097662,tt0105226"
"1093","nm0001094","Roald Dahl","1916","1990","writer,actor,soundtrack","tt0062512,tt0067992,tt0100944,tt0047708"
"1096","nm0001097","Charles Dance","1946","\N","actor,director,writer","tt0280707,tt0944947,tt2084970,tt0107362"
"1097","nm0001098","Rodney Dangerfield","1921","2004","actor,writer,soundtrack","tt0102813,tt0080487,tt0090685,tt0085470"
"1101","nm0001102","Joe Dante","1946","\N","director,producer,miscellaneous","tt0093260,tt0087363,tt0082533,tt0122718"
"1103","nm0001104","Frank Darabont","1959","\N","writer,producer,director","tt0120689,tt0111161,tt1520211,tt0884328"
"1111","nm0001112","Andrew Davis","1946","\N","director,cinematographer,writer","tt0105690,tt0106977,tt0311289,tt0406816"
"1119","nm0001120","Vittorio De Sica","1901","1974","actor,director,writer","tt0040522,tt0045274,tt0047313,tt0053856"
"1128","nm0001129","Jonathan Demme","1944","2017","director,producer,writer","tt0107818,tt1084950,tt0102926,tt0268126"
"1129","nm0001130","Ted Demme","1963","2002","director,producer,actor","tt0342275,tt0115639,tt0123964,tt0221027"
"1138","nm0001139","Tom DiCillo","1953","\N","director,cinematographer,writer","tt0104567,tt0113677,tt0412637,tt1333667"
"1139","nm0001140","Philip K. Dick","1928","1982","writer","tt0083658,tt0100802,tt0181689,tt0405296"
"1148","nm0001149","Richard Donner","1930","2021","director,producer,actor","tt0089457,tt0093409,tt0839995,tt0078346"
"1161","nm0001162","Griffin Dunne","1955","\N","actor,director,producer","tt0082010,tt0088680,tt0790636,tt1333125"
"1164","nm0001165","Charles S. Dutton","1951","\N","actor,producer,director","tt1038686,tt0117913,tt0103644,tt0348836"
"1169","nm0001170","Roger Ebert","1942","2013","writer,actor,producer","tt0075583,tt0065466,tt0090523,tt2382298"
"1174","nm0001175","Blake Edwards","1922","2010","writer,producer,director","tt0075066,tt0084865,tt0051301,tt0072081"
"1187","nm0001188","Nora Ephron","1941","2012","writer,producer,director","tt1135503,tt0128853,tt0098635,tt0374536"
"1190","nm0001191","Adam Sandler","1966","\N","actor,producer,writer","tt0120484,tt0142342,tt0185431,tt0120888"
"1201","nm0001202","Rainer Werner Fassbinder","1945","1982","writer,director,actor","tt0072976,tt0064536,tt0079095,tt0071141"
"1203","nm0001204","Marty Feldman","1934","1982","writer,actor,script_department","tt0072431,tt0129696,tt0076297,tt0080917"
"1205","nm0001206","Abel Ferrara","1951","\N","director,writer,actor","tt0099939,tt0425236,tt0103759,tt0133122"
"1212","nm0001213","Harvey Fierstein","1954","\N","actor,writer,soundtrack","tt0109348,tt0116629,tt0096289,tt0107614"
"1213","nm0001214","Mike Figgis","1948","\N","director,writer,composer","tt0096180,tt0220100,tt2265565,tt0113627"
"1218","nm0001219","Gary Fleder","1965","\N","producer,director,miscellaneous","tt0114660,tt0160399,tt0313542,tt2312718"
"1219","nm0001220","Ian Fleming","1908","1964","writer,miscellaneous","tt0059800,tt0381061,tt0055928,tt0086006"
"1225","nm0001226","James Foley","1953","\N","director,writer,producer","tt1856010,tt0104348,tt0098994,tt0090670"
"1227","nm0001228","Peter Fonda","1940","2019","actor,director,writer","tt0120402,tt0064276,tt0486946,tt0381849"
"1231","nm0001232","Milos Forman","1932","2018","director,writer,actor","tt0073486,tt0079261,tt0086879,tt0117318"
"1238","nm0001239","John Frankenheimer","1930","2002","director,miscellaneous,producer","tt0119189,tt0058576,tt0056218,tt0116654"
"1240","nm0001241","Stephen Frears","1941","\N","director,producer,actor","tt2431286,tt0436697,tt0301199,tt0094947"
"1242","nm0001243","William Friedkin","1935","\N","director,writer,producer","tt0090180,tt1726669,tt0070047,tt0067116"
"1245","nm0001246","Dan Futterman","1967","\N","actor,producer,writer","tt0835434,tt0379725,tt0115685,tt0829459"
"1251","nm0001252","Vincent Gallo","1961","\N","actor,director,soundtrack","tt0106307,tt1561768,tt0330099,tt0118789"
"1269","nm0001270","Brian Gibson","1944","2004","director,writer,producer","tt0318224,tt0120679,tt0080469,tt0165592"
"1273","nm0001274","Paul Michael Glaser","1943","\N","actor,producer,director","tt0067093,tt0335438,tt0093894,tt0072567"
"1278","nm0001279","William Goldman","1931","2018","writer,miscellaneous,producer","tt0093779,tt0074119,tt0064115,tt0116409"
"1280","nm0001281","Bobcat Goldthwait","1962","\N","director,actor,writer","tt1912398,tt0102898,tt0096061,tt0119282"
"1281","nm0001282","Tony Goldwyn","1960","\N","actor,director,writer","tt0099653,tt0216216,tt0325710,tt0472399"
"1293","nm0001294","Graham Greene","1904","1991","writer,actor,producer","tt0041959,tt0040338,tt0172396,tt0258068"
"1299","nm0001300","John Grisham","1955","\N","writer,producer,actor","tt0119978,tt0106918,tt0117913,tt0313542"
"1301","nm0001302","Christopher Guest","1948","\N","actor,writer,soundtrack","tt0218839,tt0310281,tt0088258,tt0118111"
"1316","nm0001317","Renny Harlin","1959","\N","producer,director,writer","tt0112760,tt0132245,tt0106582,tt1043726"
"1324","nm0001325","Hal Hartley","1959","\N","director,producer,writer","tt0109093,tt0103130,tt0388973,tt0444628"
"1327","nm0001328","Howard Hawks","1896","1977","director,producer,writer","tt0056059,tt0053221,tt0040724,tt0061619"
"1330","nm0001331","Todd Haynes","1961","\N","director,writer,producer","tt0297884,tt0368794,tt2402927,tt0120879"
"1337","nm0001338","Brian Helgeland","1961","\N","writer,director,producer","tt0119488,tt0453562,tt0183790,tt0328107"
"1344","nm0001345","Jim Henson","1936","1990","actor,writer,producer","tt0074028,tt0063951,tt0079588,tt0083791"
"1347","nm0001348","Werner Herzog","1942","\N","director,writer,actor","tt0790724,tt0427312,tt0068182,tt0083946"
"1350","nm0001351","George Roy Hill","1921","2002","director,actor,writer","tt0064115,tt0076723,tt0069280,tt0070735"
"1352","nm0001353","Walter Hill","1942","\N","producer,writer,director","tt0090605,tt0088194,tt0083511,tt0080120"
"1354","nm0001355","Michael Hoffman","1956","\N","director,writer,producer","tt0140379,tt0095916,tt0098356,tt0824758"
"1356","nm0001357","Paul Hogan","1939","\N","actor,writer,producer","tt0360032,tt0090555,tt0092493,tt0099018"
"1360","nm0001361","Tobe Hooper","1943","2017","director,writer,producer","tt0098375,tt0084516,tt0092076,tt0072271"
"1371","nm0001372","Bonnie Hunt","1961","\N","producer,writer,actress","tt0116695,tt0120689,tt0113497,tt0095953"
"1378","nm0001379","John Huston","1906","1987","actor,director,writer","tt0071315,tt0040897,tt0042208,tt0043265"
"1381","nm0001382","Peter Hyams","1943","\N","director,cinematographer,writer","tt0111438,tt0086837,tt0082869,tt0120004"
"1384","nm0001385","Eric Idle","1943","\N","actor,writer,soundtrack","tt0079470,tt0085959,tt0071853,tt0096764"
"1390","nm0001391","Michael Jackson","1958","2009","soundtrack,actor,composer","tt0078504,tt0095655,tt1477715"
"1391","nm0001392","Peter Jackson","1961","\N","producer,director,writer","tt0092610,tt0167260,tt0167261,tt0120737"
"1400","nm0001401","Angelina Jolie","1975","\N","actress,producer,director","tt0172493,tt0944835,tt1587310,tt0824747"
"1401","nm0001402","Terry Jones","1942","2020","writer,actor,producer","tt0118172,tt0085959,tt0079470,tt0071853"
"1402","nm0001403","Neil Jordan","1950","\N","writer,producer,director","tt0411195,tt0104036,tt2639336,tt0117039"
"1404","nm0001405","Janusz Kaminski","1959","\N","cinematographer,camera_department,director","tt0120815,tt1568911,tt0181689,tt0108052"
"1407","nm0001408","Shekhar Kapur","1945","\N","actor,director,producer","tt0414055,tt0240510,tt0127536,tt0109206"
"1409","nm0001410","Lawrence Kasdan","1949","\N","writer,producer,director","tt0090022,tt0082971,tt0085244,tt0111756"
"1414","nm0001415","Elia Kazan","1909","2003","director,writer,producer","tt0044081,tt0048028,tt0056825,tt0047296"
"1424","nm0001425","Krzysztof Kieslowski","1941","1996","writer,director,actor","tt0108394,tt0111495,tt0111507,tt0101765"
"1428","nm0001429","Takeshi Kitano","1947","\N","actor,writer,director","tt0108188,tt0199683,tt0119250,tt0363226"
"1436","nm0001437","Emir Kusturica","1954","\N","director,actor,writer","tt0118843,tt0106307,tt0114787,tt0322420"
"1437","nm0001438","Neil LaBute","1963","\N","writer,producer,director","tt0171580,tt0119361,tt0450345,tt5811556"
"1459","nm0001460","Mimi Leder","1952","\N","producer,director,script_department","tt7203552,tt0119874,tt4669788,tt0120647"
"1464","nm0001465","Elmore Leonard","1925","2013","writer,producer,miscellaneous","tt0119396,tt1489428,tt0120780,tt0113161"
"1465","nm0001466","Sergio Leone","1929","1989","assistant_director,writer,director","tt0060196,tt0067140,tt0087843,tt0064116"
"1468","nm0001469","Barry Levinson","1942","\N","producer,writer,director","tt0101516,tt0120885,tt0095953,tt1933667"
"1470","nm0001471","Jerry Lewis","1926","2017","actor,writer,director","tt0057372,tt0106307,tt0085794,tt0059166"
"1471","nm0001472","Jet Li","1963","\N","actor,producer,miscellaneous","tt0267804,tt0446059,tt0271027,tt0913968"
"1485","nm0001486","Sidney Lumet","1924","2011","director,producer,writer","tt0050083,tt0070666,tt0072890,tt0292963"
"1489","nm0001490","Adrian Lyne","1941","\N","director,writer,producer","tt0093010,tt0085549,tt0099871,tt0107211"
"1500","nm0001501","Louis Malle","1932","1995","director,writer,producer","tt0080388,tt0071733,tt0092593,tt0078111"
"1501","nm0001502","Luis Mandoki","1954","\N","director,producer,writer","tt0387914,tt2062575,tt0341567,tt0139462"
"1506","nm0001507","Cheech Marin","1946","\N","actor,soundtrack,writer","tt0092690,tt0117918,tt0078446,tt0116367"
"1507","nm0001508","Penny Marshall","1943","2018","actress,director,producer","tt0104694,tt0094737,tt0074016,tt0099077"
"1527","nm0001528","Don McKellar","1963","\N","actor,director,producer","tt0120907,tt0861689,tt0156729,tt0120802"
"1531","nm0001532","John McTiernan","1951","\N","director,producer,writer","tt0107362,tt0246894,tt0095016,tt0093773"
"1544","nm0001545","Dudley Moore","1935","2002","actor,writer,music_department","tt0082031,tt0061391,tt0078721,tt0076161"
"1547","nm0001548","Rick Moranis","1953","\N","actor,writer,producer","tt0094012,tt0087332,tt0091419,tt0098067"
"1553","nm0001554","Errol Morris","1948","\N","director,producer,writer","tt0096257,tt0119107,tt0317910,tt0896866"
"1564","nm0001565","Mike Newell","1942","\N","director,producer,writer","tt0330373,tt0104522,tt0119008,tt0109831"
"1565","nm0001566","Mike Nichols","1931","2014","director,producer,miscellaneous","tt0061184,tt0061722,tt0115685,tt0376541"
"1568","nm0001569","Chuck Norris","1940","\N","actor,music_department,producer","tt1764651,tt0088936,tt0106168,tt0068935"
"1569","nm0001570","Edward Norton","1969","\N","actor,producer,writer","tt0171433,tt0117381,tt0385887,tt2562232"
"1578","nm0001579","Edward James Olmos","1947","\N","actor,producer,director","tt0407362,tt0120094,tt0094027,tt0083658"
"1586","nm0001587","Alan J. Pakula","1928","1998","producer,director,writer","tt0100404,tt0056592,tt0074119,tt0084707"
"1588","nm0001589","Michael Palin","1943","\N","writer,actor,soundtrack","tt0071853,tt0081633,tt0079470,tt0085959"
"1589","nm0001590","Chazz Palminteri","1952","\N","actor,writer,producer","tt0106489,tt0114814,tt0473488,tt0109348"
"1590","nm0001591","Bruce Paltrow","1943","2002","producer,writer,director","tt0094563,tt0134630,tt0083483,tt0077101"
"1595","nm0001596","Pier Paolo Pasolini","1922","1975","writer,director,actor","tt0073650,tt0065622,tt0061613,tt0050783"
"1602","nm0001603","Sam Peckinpah","1925","1984","writer,director,producer","tt0067800,tt0049366,tt0068638,tt0065214"
"1617","nm0001618","Joaquin Phoenix","1974","\N","actor,producer,soundtrack","tt0358273,tt1798709,tt1560747,tt0172495"
"1626","nm0001627","Sidney Poitier","1927","2022","actor,director,soundtrack","tt0051525,tt0061811,tt0061735,tt0057251"
"1627","nm0001628","Sydney Pollack","1934","2008","director,producer,actor","tt0084805,tt0465538,tt0120663,tt0089755"
"1628","nm0001629","Kevin Pollak","1957","\N","actor,producer,writer","tt0146675,tt0327247,tt0114814,tt0104257"
"1630","nm0001631","Sarah Polley","1979","\N","actress,director,writer","tt0314412,tt0120255,tt0363547,tt0139239"
"1638","nm0001639","Alex Proyas","1963","\N","director,writer,producer","tt11892182,tt2404233,tt0109506,tt0118929"
"1639","nm0001640","Richard Pryor","1940","2005","actor,writer,producer","tt0098282,tt0075223,tt0082121,tt0086393"
"1640","nm0001641","Vincent Perez","1964","\N","actor,director,writer","tt0238546,tt0115986,tt0118756,tt0099334"
"1647","nm0001648","Charlotte Rampling","1946","\N","actress,soundtrack,camera_department","tt1527186,tt3544082,tt2094766,tt0324133"
"1658","nm0001659","Christopher Reeve","1952","2004","actor,producer,miscellaneous","tt0094074,tt0081534,tt0078346,tt0081573"
"1660","nm0001661","Rob Reiner","1947","\N","actor,writer,producer","tt0088258,tt0993846,tt0066626,tt0160916"
"1673","nm0001674","Chris Rock","1965","\N","producer,actor,writer","tt0351283,tt0325537,tt2784678,tt0398165"
"1674","nm0001675","Robert Rodriguez","1968","\N","producer,writer,director","tt1077258,tt0104815,tt0462322,tt0287717"
"1675","nm0001676","Nicolas Roeg","1928","2018","camera_department,director,cinematographer","tt0100944,tt0067959,tt0069995,tt0074851"
"1680","nm0001681","George A. Romero","1940","2017","producer,writer,director","tt0063350,tt0848557,tt0418819,tt0095652"
"1686","nm0001687","Gena Rowlands","1930","\N","actress,writer,soundtrack","tt0072417,tt0397101,tt0332280,tt0119313"
"1691","nm0001692","Ken Russell","1927","2011","director,writer,actor","tt0073812,tt0066993,tt0066858,tt0080360"
"1699","nm0001700","Nancy Savoca","1959","\N","director,writer,producer","tt0359161,tt0107152,tt0138279,tt0098528"
